Address1,Addess2,Address3,Post_Code,Ward Code,Property_Type_Code,Commencement_Date,Number of Expressions of Interest
21 SECOND AVENUE,ARMLEY,LEEDS,LS12 1LB,AM,3BH,21-APR-2014,75
21 SILK MILL ROAD,TINSHILL,LEEDS,LS16 6PT,WE,3BH,24-MAR-2014,52
21 SMEATON GROVE,SWILLINGTON,LEEDS,LS26 8QL,GS,3BH,14-APR-2014,62
21 SOUTH FARM ROAD,GIPTON,LEEDS,LS9 6NY,GH,1BF,24-MAR-2014,68
21 ST WILFRIDS CIRCUS,GIPTON,LEEDS,LS8 3PF,GH,4BH,13-OCT-2014,92
21 STANKS DRIVE,STANKS,LEEDS,LS14 5PT,CW,1BF,20-JAN-2014,127
21 STANNINGLEY COURT,STANNINGLEY,LEEDS,LS28 6NT,BS,C2S1BF,03-FEB-2014,8
21 STOCKS RISE,SEACROFT,LEEDS,LS14 6HU,KS,1BF,16-JUN-2014,142
21 STONEY ROCK COURT,BURMANTOFTS,LEEDS,LS9 7HT,BR,C2S1BF,18-AUG-2014,42
21 SUMMERFIELD PLACE,BRAMLEY,LEEDS,LS13 1AW,BS,1BF,26-MAY-2014,108
21 THE CRESCENT,GARFORTH,LEEDS,LS25 2EU,GS,2BH,24-NOV-2014,155
21 THE HEIGHTS EAST,ARMLEY,LEEDS,LS12 3TT,FW,2BMSF,21-APR-2014,10
21 TYNWALD GARDENS,MOORTOWN,LEEDS,LS17 5NN,AL,1BF,30-JUN-2014,216
21 WEST AVENUE,BOSTON SPA,WETHERBY,LS23 6EJ,WY,2BB,22-SEP-2014,70
21 WESTFIELD TERRACE,ALLERTON BYWATER,CASTLEFORD,WF10 2ED,KM,3BH,12-MAY-2014,57
21 WINROSE GARTH,BELLE ISLE,LEEDS,LS10 3HR,MI,3BH,14-APR-2014,17
21 WINROSE GROVE,BELLE ISLE,LEEDS,LS10 3DX,MI,C2S1BF,15-SEP-2014,59
21 WOODBRIDGE GARTH,HEADINGLEY,LEEDS,LS6 3LH,KI,1BF,10-MAR-2014,180
21 WORTLEY HEIGHTS,ARMLEY,LEEDS,LS12 1JG,AM,1BMSF,23-JUN-2014,27
21 WYKEBECK ROAD,OSMONDTHORPE,LEEDS,LS9 0JA,TN,2BF,11-AUG-2014,32
21 WYKEBECK STREET,OSMONDTHORPE,LEEDS,LS9 0HY,TN,2BH,09-JUN-2014,65
210 DUFTON APPROACH,SEACROFT,LEEDS,LS14 6ED,KS,4BH,27-OCT-2014,37
210 HALTON MOOR AVENUE,OSMONDTHORPE,LEEDS,LS9 0JX,TN,3BH,03-FEB-2014,71
214 SISSONS ROAD,MIDDLETON,LEEDS,LS10 4LP,MI,2BF,03-NOV-2014,13
214 SWINNOW LANE,SWINNOW,LEEDS,LS13 4QU,PU,2BF,12-MAY-2014,11
215 IVESON DRIVE,IRELAND WOOD,LEEDS,LS16 6NY,WE,2BF,24-FEB-2014,17
217 BROAD LANE,BRAMLEY,LEEDS,LS13 2NJ,BS,2BH,03-MAR-2014,38
217 CROSS GREEN LANE,CROSS GREEN,LEEDS,LS9 0BA,BR,2BH,25-AUG-2014,12
218 SWINNOW LANE,SWINNOW,LEEDS,LS13 4QU,PU,2BF,03-MAR-2014,9
22 ASCOT TERRACE,EAST END PARK,LEEDS,LS9 9JB,BR,1BF,16-JUN-2014,104
22 BEECH WALK,GIPTON,LEEDS,LS9 6QR,GH,3BH,22-SEP-2014,54
22 BISMARK STREET,HOLBECK,LEEDS,LS11 6TE,CH,BEDSIT,19-MAY-2014,46
22 BRANDER CLOSE,GIPTON,LEEDS,LS9 6NZ,GH,2BH,17-FEB-2014,98
22 BROADLEA GARDENS,BRAMLEY,LEEDS,LS13 2SW,BS,4BH,17-MAR-2014,25
22 BROADLEA GARDENS,BRAMLEY,LEEDS,LS13 2SW,BS,4BH,24-NOV-2014,35
22 BROOKLANDS CLOSE,SEACROFT,LEEDS,LS14 6SQ,KS,1BF,07-APR-2014,69
22 BROOM NOOK,BELLE ISLE,LEEDS,LS10 3LR,MI,C2S1BB,01-SEP-2014,34
22 BURNSALL GARDENS,ARMLEY,LEEDS,LS12 3NY,AM,2BMSF,23-JUN-2014,7
22 CARDINAL GROVE,BEESTON,LEEDS,LS11 8HG,BH,2BH,07-APR-2014,95
22 CHELTENHAM STREET,ARMLEY,LEEDS,LS12 1HA,AM,1BF,27-OCT-2014,38
22 CHURCH GARDENS,GARFORTH,LEEDS,LS25 1HG,GS,C2S1BF,15-SEP-2014,26
22 CLYDE COURT,ARMLEY,LEEDS,LS12 1XN,AM,2BMSF,27-JAN-2014,9
22 COLDCOTES VIEW,GIPTON,LEEDS,LS9 6QP,GH,2BH,17-MAR-2014,49
22 COTTINGLEY CRESCENT,COTTINGLEY,LEEDS,LS11 0JA,BH,2BH,04-AUG-2014,70
22 CROSS HILLS COURT,KIPPAX,LEEDS,LS25 7JT,KM,C2SBED,10-FEB-2014,2
22 DENSHAW DRIVE,MORLEY,LEEDS,LS27 8RR,MS,1BB,24-NOV-2014,97
22 EAST GRANGE DRIVE,BELLE ISLE,LEEDS,LS10 3EH,MI,3BH,28-APR-2014,1
22 EASTDEAN GROVE,SEACROFT,LEEDS,LS14 1HE,KS,2BH,23-JUN-2014,125
22 EVERLEIGH STREET,EAST END PARK,LEEDS,LS9 9NS,BR,1BF,12-MAY-2014,70
22 GAMBLE HILL DRIVE,BRAMLEY,LEEDS,LS13 4JJ,FW,1BF,25-AUG-2014,90
22 GAMBLE HILL GRANGE,BRAMLEY,LEEDS,LS13 4TF,FW,2BMSF,26-MAY-2014,12
22 GIPTON GATE WEST,GIPTON,LEEDS,LS9 6BZ,GH,1BMSF,08-SEP-2014,36
22 GRAYRIGG CLOSE,HALTON MOOR,LEEDS,LS15 0DF,TN,4BHP,07-APR-2014,24
22 HALLIDAY COURT,GARFORTH,LEEDS,LS25 1ET,GS,C2S1BF,22-DEC-2014,14
22 HALLIDAY ROAD,GARFORTH,LEEDS,LS25 1EU,GS,BEDSIT,13-OCT-2014,27
22 HALTON MOOR AVENUE,OSMONDTHORPE,LEEDS,LS9 0ER,TN,2BF,02-JUN-2014,41
22 HANSBY GRANGE,SEACROFT,LEEDS,LS14 6LN,KS,3BM,03-FEB-2014,16
22 HANSBY GRANGE,SEACROFT,LEEDS,LS14 6LN,KS,3BM,04-AUG-2014,16
22 HEMINGWAY GARTH,HUNSLET,LEEDS,LS10 2PG,CH,3BM,03-MAR-2014,8
22 HOLTDALE PLACE,HOLT PARK,LEEDS,LS16 7RJ,AW,1BF,17-MAR-2014,67
22 HOLTDALE PLACE,HOLT PARK,LEEDS,LS16 7RJ,AW,1BF,21-JUL-2014,72
22 KINGS AVENUE,BURLEY,LEEDS,LS6 1QS,HW,2BH,17-NOV-2014,35
22 KINGSWAY,DRIGHLINGTON,BRADFORD,BD11 1ET,MN,1BF,13-JAN-2014,50
22 LANSHAW CRESCENT,BELLE ISLE,LEEDS,LS10 3NN,MI,1BF,19-MAY-2014,97
22 LATCHMERE ROAD,WEST PARK,LEEDS,LS16 5DF,KI,2BH,02-JUN-2014,247
22 LEAFIELD TOWERS,MOORTOWN,LEEDS,LS17 5BR,MO,1BMSF,04-AUG-2014,62
22 LINGFIELD GATE,MOORTOWN,LEEDS,LS17 6DD,AL,1BF,28-APR-2014,192
22 LYNDON ROAD,BRAMHAM,WETHERBY,LS23 6RH,WY,C2S1BB,24-FEB-2014,13
22 MANOR CRESCENT,ROTHWELL,LEEDS,LS26 0QP,RL,2BH,10-FEB-2014,130
22 MARLBOROUGH GRANGE,PARK LANE,LEEDS,LS1 4NE,CH,3BM,08-DEC-2014,28
22 MOUNT PLEASANT GARDENS,KIPPAX,LEEDS,LS25 7AR,KM,BEDSIT,13-JAN-2014,5
22 NABURN COURT,WHINMOOR,LEEDS,LS14 2ES,CW,C2S1BF,06-JAN-2014,7
22 NEATH GARDENS,GIPTON,LEEDS,LS9 6RG,GH,3BM,04-AUG-2014,7
22 NEWTON LODGE CLOSE,CHAPEL ALLERTON,LEEDS,LS7 3DG,CA,1BF,16-JUN-2014,85
22 NORMAN TOWERS,WEST PARK,LEEDS,LS16 5ER,KI,1BMSF,29-SEP-2014,62
22 NORTH FARM ROAD,GIPTON,LEEDS,LS9 6SD,GH,1BF,17-MAR-2014,102
22 NORTH FARM ROAD,GIPTON,LEEDS,LS9 6SD,GH,1BF,23-JUN-2014,89
22 OXTON MOUNT,BURMANTOFTS,LEEDS,LS9 7RW,BR,1BF,13-OCT-2014,180
22 QUEENSVIEW,SEACROFT,LEEDS,LS14 6PQ,KS,C2S1MF,11-AUG-2014,17
22 RAYLANDS WAY,BELLE ISLE,LEEDS,LS10 4AQ,MI,1/2BF,14-JUL-2014,51
22 RAYNVILLE COURT,BRAMLEY,LEEDS,LS13 2QB,AM,1BMSF,14-JUL-2014,38
22 REDHALL CRESCENT,BEESTON,LEEDS,LS11 8DY,BH,1BF,23-JUN-2014,78
22 ROSSEFIELD AVENUE,BRAMLEY,LEEDS,LS13 3SG,BS,1BF,29-DEC-2014,89
22 ROSSEFIELD VIEW,BRAMLEY,LEEDS,LS13 3SB,BS,1BF,06-OCT-2014,67
22 ROXBY CLOSE,LINCOLN GREEN,LEEDS,LS9 7LR,BR,1BMSF,13-OCT-2014,121
22 SHERBURN COURT,WHINMOOR,LEEDS,LS14 5DG,CW,C2S2MF,11-AUG-2014,12
22 SMALEWELL CLOSE,PUDSEY,LEEDS,LS28 8QP,PU,C2S1BF,02-JUN-2014,17
22 SNOWDEN CLOSE,BRAMLEY,LEEDS,LS13 2TS,AM,2BH,11-AUG-2014,150
22 SNOWDEN VALE,BRAMLEY,LEEDS,LS13 2UF,AM,2BF,24-NOV-2014,34
22 ST WILFRIDS AVENUE,GIPTON,LEEDS,LS8 3PD,GH,3BH,28-JUL-2014,86
22 STONEGATE FARM CLOSE,MEANWOOD,LEEDS,LS7 2PQ,MO,1BF,05-MAY-2014,149
22 THORNFIELD AVENUE,FARSLEY,LEEDS,LS28 5HJ,CF,3BH,05-MAY-2014,54
22 TONG WALK,FARNLEY,LEEDS,LS12 5NG,FW,1BF,18-AUG-2014,34
22 TONG WALK,FARNLEY,LEEDS,LS12 5NG,FW,1BF,22-SEP-2014,1
22 TORRE GREEN,BURMANTOFTS,LEEDS,LS9 7RL,BR,1BMSF,25-AUG-2014,137
22 WELLINGTON GARDENS,BRAMLEY,LEEDS,LS13 2JA,BS,2BH,17-FEB-2014,180
22 WESTDALE DRIVE,PUDSEY,LEEDS,LS28 7HZ,CF,1BF,20-OCT-2014,65
22 WESTDALE GARDENS,PUDSEY,LEEDS,LS28 7HU,CF,2BH,03-NOV-2014,165
22 WESTOVER CLOSE,BRAMLEY,LEEDS,LS13 3SH,BS,1/2BF,01-SEP-2014,47
22 WHINGATE COURT,ARMLEY,LEEDS,LS12 3XH,FW,C2S1BF,26-MAY-2014,1
22 WHITEHALL GROVE,DRIGHLINGTON,BRADFORD,BD11 1BG,MN,2BH,10-NOV-2014,39
22 WYTHER PARK CLOSE,ARMLEY,LEEDS,LS12 2RN,AM,1BF,07-JUL-2014,75
221 HEIGHTS DRIVE,ARMLEY,LEEDS,LS12 3TG,FW,4BH,10-MAR-2014,25
223 CARTMELL DRIVE,HALTON MOOR,LEEDS,LS15 0AP,TN,4BH,19-MAY-2014,26
224 VALLEY ROAD,PUDSEY,LEEDS,LS28 9DT,PU,1BF,08-SEP-2014,87
225 BEECH LANE,GIPTON,LEEDS,LS9 6SW,GH,2BH,07-JUL-2014,48
225 BELLE ISLE ROAD,BELLE ISLE,LEEDS,LS10 3PH,MI,3BH,08-SEP-2014,141
225 SOUTH PARKWAY,SEACROFT,LEEDS,LS14 6EY,KS,1BF,02-JUN-2014,147
23 BAILEY TOWERS,SEACROFT,LEEDS,LS14 6PJ,KS,2BMSF,22-SEP-2014,8
23 BEEVERS COURT,IRELAND WOOD,LEEDS,LS16 6NX,WE,2BMSF,07-APR-2014,8
23 BORROWDALE TERRACE,SEACROFT,LEEDS,LS14 6BZ,KS,2BH,10-NOV-2014,108
23 BRANCH STREET,FARNLEY,LEEDS,LS12 5PW,FW,2BH,15-DEC-2014,46
23 BRIARSDALE COURT,GIPTON,LEEDS,LS8 3NF,GH,2BMSF,21-JUL-2014,14
23 BRIARSDALE CROFT,GIPTON,LEEDS,LS8 3NE,GH,2BMSF,05-MAY-2014,12
23 CARDINAL SQUARE,BEESTON,LEEDS,LS11 8HS,BH,3BH,27-JAN-2014,40
23 CARLTON CLOSE,SHEEPSCAR,LEEDS,LS7 1HJ,HW,2BMSF,18-AUG-2014,1
23 CARLTON VIEW,SHEEPSCAR,LEEDS,LS7 1NR,HW,2BH,12-MAY-2014,69
23 CEDAR PLACE,ARMLEY,LEEDS,LS12 1TW,AM,2BH,06-JAN-2014,20
23 CHURCH HILL GREEN,STANNINGLEY,LEEDS,LS28 6LW,BS,1/2BF,24-NOV-2014,10
23 COLDCOTES DRIVE,GIPTON,LEEDS,LS9 6PF,GH,3BH,26-MAY-2014,75
23 COLDCOTES WALK,GIPTON,LEEDS,LS9 6QL,GH,C2S1BF,22-DEC-2014,51
23 CROFT DRIVE,BRAMHAM,WETHERBY,LS23 6RJ,WY,C2S1BB,04-AUG-2014,13
23 DULVERTON GREEN,COTTINGLEY,LEEDS,LS11 0HX,BH,1/2BH,21-JUL-2014,58
23 EAST GRANGE RISE,BELLE ISLE,LEEDS,LS10 3EE,MI,1BF,05-MAY-2014,101
23 EAST GRANGE RISE,BELLE ISLE,LEEDS,LS10 3EE,MI,1BF,29-SEP-2014,74
23 FERNBANK ROAD,BRAMLEY,LEEDS,LS13 1BU,BS,2BH,04-AUG-2014,152
23 FLAXTON GARDENS,HOLBECK,LEEDS,LS11 6DG,CH,1/2BF,24-FEB-2014,27
23 GANNERS MOUNT,BRAMLEY,LEEDS,LS13 2PE,BS,3BH,17-FEB-2014,78
23 GLEDHOW TOWERS,GLEDHOW,LEEDS,LS8 1QJ,RO,2BMSF,22-SEP-2014,14
23 HALLFIELD AVENUE,MICKLEFIELD,LEEDS,LS25 4AU,KM,C2S1BB,31-MAR-2014,25
23 HALLFIELD AVENUE,MICKLEFIELD,LEEDS,LS25 4AU,KM,C2S1BB,18-AUG-2014,12
23 HARRISON CRESCENT,GIPTON,LEEDS,LS9 6NP,GH,3BH,03-MAR-2014,142
23 HENSHAW LANE,YEADON,LEEDS,LS19 7RW,OY,2BH,03-FEB-2014,149
23 HIGH RIDGE COURT,ROTHWELL,LEEDS,LS26 0UZ,RL,C2S2BF,17-NOV-2014,27
23 KELSALL GROVE,BURLEY,LEEDS,LS6 1QY,HW,2BH,19-MAY-2014,39
23 KENTMERE AVENUE,SEACROFT,LEEDS,LS14 6ET,KS,1BF,19-MAY-2014,111
23 KENTMERE AVENUE,SEACROFT,LEEDS,LS14 6ET,KS,1BF,04-AUG-2014,124
23 LANSHAW CRESCENT,BELLE ISLE,LEEDS,LS10 3NN,MI,2BH,07-JUL-2014,156
23 LINGFIELD CRESCENT,MOORTOWN,LEEDS,LS17 6BS,AL,2BF,14-JUL-2014,61
23 LOVELL PARK HEIGHTS,SHEEPSCAR,LEEDS,LS7 1DP,HW,2BMSF,13-JAN-2014,65
23 MEYNELL HEIGHTS,HOLBECK,LEEDS,LS11 9PX,BH,2BMSF,10-FEB-2014,6
23 MIDLAND CLOSE,HUNSLET,LEEDS,LS10 2RE,CH,1BF,20-OCT-2014,113
23 MYERS CROFT,STATION ROAD,OTLEY,LS21 3JG,OY,C2S1BB,22-DEC-2014,54
23 NEWLANDS CRESCENT,MORLEY,LEEDS,LS27 8SP,MS,1BF,03-NOV-2014,62
23 NORTHCOTE CRESCENT,HOLBECK,LEEDS,LS11 6NL,CH,C2S1BF,10-FEB-2014,14
23 NOWELL LANE,HAREHILLS,LEEDS,LS9 6JD,BR,2BH,28-APR-2014,42
23 POOLE CRESCENT,CROSS GATES,LEEDS,LS15 7NB,KS,3BH,25-AUG-2014,124
23 QUEEN STREET,GREAT PRESTON,LEEDS,LS26 8DF,GS,2BB,17-MAR-2014,26
23 QUEENSVIEW,SEACROFT,LEEDS,LS14 6PQ,KS,C2S2MF,13-JAN-2014,10
23 RECREATION STREET,HOLBECK,LEEDS,LS11 0AR,BH,2BH,24-FEB-2014,18
23 RECREATION VIEW,HOLBECK,LEEDS,LS11 0AP,BH,2BH,08-SEP-2014,4
23 RIGTON CLOSE,BURMANTOFTS,LEEDS,LS9 7QB,BR,2BF,07-APR-2014,71
23 ROYAL CLOSE,HUNSLET,LEEDS,LS10 2RN,CH,1/2BH,26-MAY-2014,84
23 RYCROFT PLACE,SWINNOW,LEEDS,LS13 4PF,PU,1BMSF,13-OCT-2014,29
23 RYDALL PLACE,HOLBECK,LEEDS,LS11 9LB,BH,2BH,12-MAY-2014,12
23 SCOTT HALL DRIVE,CHAPELTOWN,LEEDS,LS7 2HN,CA,2BH,13-JAN-2014,91
23 SNOWDEN LAWN,BRAMLEY,LEEDS,LS13 2UQ,AM,2BM,09-JUN-2014,32
23 ST LUKES CRESCENT,HOLBECK,LEEDS,LS11 8LA,BH,1/2BF,14-APR-2014,27
23 ST MATTHIAS STREET,BURLEY,LEEDS,LS4 2DZ,KI,C2S1BB,20-JAN-2014,29
23 STANKS RISE,STANKS,LEEDS,LS14 5PY,CW,3BH,01-SEP-2014,74
23 STANNINGLEY COURT,STANNINGLEY,LEEDS,LS28 6NT,BS,C2S1BF,28-APR-2014,10
23 STONEY ROCK COURT,BURMANTOFTS,LEEDS,LS9 7HT,BR,C2S1BF,31-MAR-2014,49
23 THE GARTH,SAXTON GARDENS,LEEDS,LS9 8HP,BR,2BMSF,24-FEB-2014,43
23 THROSTLE HILL,MIDDLETON,LEEDS,LS10 4JH,MI,3BH,06-OCT-2014,132
23 WORTLEY HEIGHTS,ARMLEY,LEEDS,LS12 1JG,AM,2BMSF,22-DEC-2014,6
23 WYKEBECK MOUNT,OSMONDTHORPE,LEEDS,LS9 0HN,TN,2BH,06-OCT-2014,75
23 WYTHER PARK CLOSE,ARMLEY,LEEDS,LS12 2RN,AM,1BF,15-SEP-2014,59
233 ST WILFRIDS AVENUE,GIPTON,LEEDS,LS8 3PS,GH,1BF,18-AUG-2014,102
234 LINCOMBE DRIVE,GLEDHOW,LEEDS,LS8 1QL,RO,2BF,07-APR-2014,40
235 BELLE ISLE ROAD,BELLE ISLE,LEEDS,LS10 3PH,MI,4BH,24-FEB-2014,24
237 SISSONS ROAD,MIDDLETON,LEEDS,LS10 4JG,MI,2BF,04-AUG-2014,31
23C WESTON DRIVE,WESTON ESTATE,OTLEY,LS21 2EW,OY,C2S1BF,10-FEB-2014,11
24 ASCOT TERRACE,EAST END PARK,LEEDS,LS9 9JB,BR,1BF,10-FEB-2014,75
24 ASQUITH DRIVE,MORLEY,LEEDS,LS27 9QG,MN,1BF,02-JUN-2014,88
24 BALMORAL CHASE,HUNSLET,LEEDS,LS10 2QJ,CH,3BH,27-JAN-2014,23
24 BECKHILL FOLD,MEANWOOD,LEEDS,LS7 2RJ,CA,1BF,18-AUG-2014,108
24 BECKHILL GARDENS,MEANWOOD,LEEDS,LS7 2SE,CA,3BH,17-MAR-2014,69
24 BODMIN GARDENS,MIDDLETON,LEEDS,LS10 4NP,MI,3BH,24-NOV-2014,56
24 BOGGART HILL,SEACROFT,LEEDS,LS14 1LN,KS,2BH,20-OCT-2014,133
24 BROUGHTON AVENUE,HAREHILLS,LEEDS,LS9 6BD,GH,2BH,16-JUN-2014,57
24 BURNSALL COURT,ARMLEY,LEEDS,LS12 3NX,AM,C2S1MF,14-APR-2014,22
24 CARDINAL COURT,BEESTON,LEEDS,LS11 8HP,BH,C2S1BF,20-JAN-2014,18
24 CARLTON CLOSE,SHEEPSCAR,LEEDS,LS7 1HJ,HW,1BMSF,26-MAY-2014,86
24 CEDAR AVENUE,ARMLEY,LEEDS,LS12 1TP,AM,2BH,18-AUG-2014,19
24 CLYDE GRANGE,ARMLEY,LEEDS,LS12 1XP,AM,1BMSF,07-APR-2014,31
24 CRANMORE CRESCENT,BELLE ISLE,LEEDS,LS10 4AN,MI,3BH,07-APR-2014,107
24 CRIMBLES PLACE,PUDSEY,LEEDS,LS28 9AN,PU,1BF,02-JUN-2014,19
24 CROSS GRASMERE STREET,ARMLEY,LEEDS,LS12 1PU,AM,C2S1BB,31-MAR-2014,28
24 EASTDEAN GROVE,SEACROFT,LEEDS,LS14 1HE,KS,2BH,15-SEP-2014,169
24 EVERLEIGH STREET,EAST END PARK,LEEDS,LS9 9NS,BR,1BF,31-MAR-2014,90
24 FLORENCE STREET,HAREHILLS,LEEDS,LS9 7BU,GH,3BH,13-JAN-2014,23
24 FOUNDRY DRIVE,HAREHILLS,LEEDS,LS9 6BX,GH,2BH,28-JUL-2014,155
24 GANNERS WAY,BRAMLEY,LEEDS,LS13 2PQ,BS,2BF,10-FEB-2014,18
24 GRANTHAM TOWERS,LINCOLN GREEN,LEEDS,LS9 7PD,BR,1BMSF,31-MAR-2014,106
24 HOLLINS GROVE,ALLERTON BYWATER,CASTLEFORD,WF10 2HZ,KM,C2S1BB,25-AUG-2014,35
24 HOWSON CLOSE,GUISELEY,LEEDS,LS20 9JW,GR,2BF,14-JUL-2014,54
24 KENTMERE APPROACH,SEACROFT,LEEDS,LS14 1JP,KS,3BH,06-JAN-2014,53
24 LUPTON AVENUE,HAREHILLS,LEEDS,LS9 6EQ,BR,1/2BF,08-DEC-2014,66
24 MEADOWHURST GARDENS,PUDSEY,LEEDS,LS28 7SL,PU,1BF,17-NOV-2014,38
24 MONKSWOOD RISE,SEACROFT,LEEDS,LS14 1DT,KS,2BH,31-MAR-2014,1
24 NORTHCOTE CRESCENT,HOLBECK,LEEDS,LS11 6NN,CH,1BF,10-MAR-2014,110
24 NORTHCOTE CRESCENT,HOLBECK,LEEDS,LS11 6NN,CH,1BF,23-JUN-2014,75
24 NUNROYD AVENUE,GUISELEY,LEEDS,LS20 9LP,GR,2BH,06-OCT-2014,251
24 OATLAND COURT,SHEEPSCAR,LEEDS,LS7 1SD,HW,2BMSF,25-AUG-2014,43
24 PADSTOW GARDENS,MIDDLETON,LEEDS,LS10 4NQ,MI,4BH,19-MAY-2014,52
24 QUEENSWOOD HEIGHTS,HEADINGLEY,LEEDS,LS6 3EE,KI,1BMSF,03-MAR-2014,99
24 RAYNVILLE COURT,BRAMLEY,LEEDS,LS13 2QB,AM,1BMSF,08-SEP-2014,41
24 ROOKWOOD SQUARE,OSMONDTHORPE,LEEDS,LS9 0NQ,BR,2BH,21-APR-2014,98
24 RYCROFT COURT,SWINNOW,LEEDS,LS13 4PE,PU,2BMSF,21-JUL-2014,5
24 SEACROFT GATE,SEACROFT,LEEDS,LS14 1HB,KS,1BMSF,06-JAN-2014,39
24 SPRINGFIELD STREET,ROTHWELL,LEEDS,LS26 0BP,RL,C2S1BF,26-MAY-2014,44
24 TENNYSON STREET,GUISELEY,LEEDS,LS20 9LJ,GR,1BF,24-NOV-2014,61
24 THE HOLLINGS,METHLEY,LEEDS,LS26 9EJ,KM,3BH,22-SEP-2014,49
24 THE REIN,SEACROFT,LEEDS,LS14 1JZ,KS,3BH,03-FEB-2014,33
24 TORRE GARDENS,BURMANTOFTS,LEEDS,LS9 7RN,BR,1BMSF,26-MAY-2014,119
24 TORRE MOUNT,BURMANTOFTS,LEEDS,LS9 7DJ,BR,3BH,21-APR-2014,79
24 WATERLOO GROVE,PUDSEY,LEEDS,LS28 7PS,PU,3BH,13-JAN-2014,58
24 WATERLOO MOUNT,PUDSEY,LEEDS,LS28 7PU,PU,3BH,12-MAY-2014,21
24 WINROSE GROVE,BELLE ISLE,LEEDS,LS10 3DX,MI,1BF,16-JUN-2014,117
24 WOODNOOK DRIVE,TINSHILL,LEEDS,LS16 6DZ,WE,1/2BF,14-JUL-2014,41
24 WYTHER PARK CRESCENT,ARMLEY,LEEDS,LS12 2RY,AM,3BH,13-JAN-2014,26
241 SISSONS ROAD,MIDDLETON,LEEDS,LS10 4JG,MI,2BF,20-JAN-2014,17
243 ST WILFRIDS AVENUE,GIPTON,LEEDS,LS8 3PX,GH,1BF,03-NOV-2014,82
249 IVESON DRIVE,IRELAND WOOD,LEEDS,LS16 6NY,WE,2BF,19-MAY-2014,19
25 AMBERTON APPROACH,GIPTON,LEEDS,LS8 3JU,GH,2BH,26-MAY-2014,168
25 AVIARY VIEW,ARMLEY,LEEDS,LS12 2NY,AM,1BH,24-NOV-2014,73
25 BAKER STREET,MORLEY,LEEDS,LS27 0AB,MS,2BH,03-NOV-2014,191
25 BECKHILL FOLD,MEANWOOD,LEEDS,LS7 2RJ,CA,1BF,15-SEP-2014,69
25 BORROWDALE TERRACE,SEACROFT,LEEDS,LS14 6BZ,KS,2BH,02-JUN-2014,81
25 BROOM MOUNT,BELLE ISLE,LEEDS,LS10 3LN,MI,1BB,14-JUL-2014,60
25 CHURCH LANE,SWILLINGTON,LEEDS,LS26 8DY,GS,3BH,14-JUL-2014,85
25 CLARK LANE,CROSS GREEN,LEEDS,LS9 8PN,BR,3BH,10-FEB-2014,6
25 COLDCOTES CIRCUS,GIPTON,LEEDS,LS9 6SA,GH,2BH,16-JUN-2014,134
25 COLDCOTES WALK,GIPTON,LEEDS,LS9 6QL,GH,1BF,10-FEB-2014,25
25 DAWSONS CORNER,STANNINGLEY,LEEDS,LS28 5TA,CF,C2S1BB,10-MAR-2014,45
25 DULVERTON GROVE,COTTINGLEY,LEEDS,LS11 0LD,BH,3BH,09-JUN-2014,20
25 EASTDEAN GRANGE,SEACROFT,LEEDS,LS14 1HA,KS,3BM,08-SEP-2014,7
25 EASTWOOD NOOK,SWARCLIFFE,LEEDS,LS14 5HG,CW,2BH,29-SEP-2014,183
25 ECCLESBURN AVENUE,EAST END PARK,LEEDS,LS9 9BZ,BR,3BH,15-SEP-2014,77
25 FAIRFIELD AVENUE,BRAMLEY,LEEDS,LS13 3HN,BS,C2S2BF,24-MAR-2014,6
25 GLEN MOUNT,MORLEY,LEEDS,LS27 9HH,MS,2BH,20-JAN-2014,188
25 HAROLD WALK,BURLEY,LEEDS,LS6 1PS,HE,2BH,02-JUN-2014,35
25 HASLEWOOD CLOSE,BURMANTOFTS,LEEDS,LS9 7PU,BR,3BF,06-OCT-2014,61
25 HAWKSWOOD CRESCENT,KIRKSTALL,LEEDS,LS5 3QF,KI,2BF,01-SEP-2014,32
25 HEIGHTS WAY,ARMLEY,LEEDS,LS12 3SN,FW,2BH,18-AUG-2014,126
25 HILLCREST VIEW,CHAPELTOWN,LEEDS,LS7 4EB,CA,4BH,01-DEC-2014,70
25 HOLBORN TOWERS,WOODHOUSE,LEEDS,LS6 2QB,HW,2BMSF,07-APR-2014,38
25 HOLTDALE DRIVE,HOLT PARK,LEEDS,LS16 7RT,AW,1BF,10-FEB-2014,74
25 IVESON ROAD,IRELAND WOOD,LEEDS,LS16 6NN,WE,3BH,21-JUL-2014,172
25 LAWRENCE ROAD,GIPTON,LEEDS,LS8 3HT,GH,1BF,15-DEC-2014,100
25 NEWLANDS CRESCENT,MORLEY,LEEDS,LS27 8SP,MS,1BF,22-SEP-2014,111
25 PRIMROSE HILL DRIVE,SWILLINGTON,LEEDS,LS26 8XL,GS,1/2BF,03-NOV-2014,50
25 RAMSHEAD HILL,SEACROFT,LEEDS,LS14 1BT,KS,2BH,28-APR-2014,3
25 ROYAL DRIVE,HUNSLET,LEEDS,LS10 2RP,CH,1/2BF,20-OCT-2014,50
25 SCOTT HALL AVENUE,CHAPELTOWN,LEEDS,LS7 2HJ,CA,3BH,06-OCT-2014,6
25 SCOTT HALL PLACE,CHAPELTOWN,LEEDS,LS7 3JR,CA,2BH,01-SEP-2014,155
